sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,0.474064503285064,0.0753357778315831,-0.605372463788064,-22.7219291423366
0.7,3,2.21312499600009,0.383393129404533,5.87233951427322,-26.1306028178654
1.1,3,2.16317963142483,0.398277403960156,8.15926574567556,-18.2499257114399
1.4,3,2.0847053390909,0.392193900936687,8.78304647154778,-17.0077986262473
1.7,3,2.03327911811737,0.387347303220408,9.04694383262782,-16.315330668037
2,3,2.00489810787172,0.384530397686484,9.11891973248707,-16.0049984035241
2.3,3,1.98393786830403,0.382535334042409,9.24914713377695,-15.7208835731659
2.6,3,1.96877422416837,0.381097727546507,9.3245742111643,-15.4602405547005
2.9,3,1.95598213612847,0.379709586865137,9.34004867668017,-15.2317913230423
0.4,5,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,5,2.19894387240312,0.386431463378349,6.52800538752619,-24.3101233674031
1.1,5,0.874654948789412,0.271148807395575,12.3119069226715,-5.38076998372248
1.4,5,-0.449116661655597,0.103485721507773,14.3204979055525,2.69239587784442
1.7,5,-1.38056307003655,-0.030201496135001,15.2909750944531,7.74229144326782
2,5,-1.99515125030603,-0.125828338085393,15.773991278343,10.9693272736304
2.3,5,-2.40819241076354,-0.193288903995677,16.0437872120917,13.1092686114712
2.6,5,-2.69492979610499,-0.241500425712883,16.2038562387666,14.5152008154183
2.9,5,-2.90098593484658,-0.277030628157926,16.2934242990492,15.5587272395091
0.4,7,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,7,2.19844930842897,0.386422869946321,6.53252235409648,-24.2834908760772
1.1,7,0.458410964422599,0.227077939612028,12.9443712568485,-3.39710265364707
1.4,7,-2.05761281924702,-0.105153340237738,15.8238412994955,10.1218638683803
1.7,7,-4.28588838474495,-0.465287427489703,17.0492825725674,21.8159281115191
2,7,-5.91715033739493,-0.772360867080742,17.281233992537,30.5404504833479
2.3,7,-7.06184352759937,-1.01212110357173,17.1784602390733,36.7224411245237
2.6,7,-7.87176383825562,-1.19468468559812,17.053807533803,40.8333113030752
2.9,7,-8.45803377598753,-1.33385186909101,16.9490684039984,43.706674854477
0.4,9,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,9,2.19844942791599,0.386422864468838,6.53252336809187,-24.2829227206577
1.1,9,0.425934425319576,0.224046163687216,12.9806589808365,-3.25695460179214
1.4,9,-2.43977280617863,-0.151582746617896,16.0253937175638,11.6411917526469
1.7,9,-5.44969603335429,-0.641235753620549,17.3630482972568,26.5791022942516
2,9,-7.95993100702825,-1.13498639460377,17.3150361239811,40.1420059097403
2.3,9,-9.85742587079945,-1.56807139570548,16.9575347298119,50.7508994570575
2.6,9,-11.2527016847475,-1.9234849713879,16.8194123910944,58.4653820924804
2.9,9,-12.2822300879579,-2.20757695755911,16.8121781934305,63.4305103141351
0.4,11,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,11,2.19844942791599,0.386422864468838,6.53252336809187,-24.2829227206577
1.1,11,0.425013588755677,0.223973771535393,12.9809516717097,-3.25982459626448
1.4,11,-2.48625676599461,-0.156474149730253,16.0450011521973,11.7264140940779
1.7,11,-5.74753305348333,-0.681644449336103,17.4122857096633,27.519013870628
2,11,-8.74316608022286,-1.26554157123986,17.3096288340305,43.0870356417102
2.3,11,-11.2065151319399,-1.83137113921993,16.9944254490939,56.6372199401525
2.6,11,-13.1246925040477,-2.33368640698371,16.978496167467,66.8228679637741
2.9,11,-14.5906840073565,-2.75808211921832,17.1597738775125,73.9831170211177
0.4,13,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,13,2.19844942791599,0.386422864468838,6.53252336809187,-24.2829227206577
1.1,13,0.425003077807894,0.223973036112678,12.9809403284558,-3.25933475636015
1.4,13,-2.48939121009159,-0.156755943769679,16.0475253907409,11.6969305107539
1.7,13,-5.79806819988538,-0.687628482244262,17.4188351008722,27.60428909127
2,13,-8.96929805720785,-1.29910896483224,17.3159394007148,43.7118091909298
2.3,13,-11.7428267699557,-1.92716676385008,17.0695213286369,58.4433921131249
2.6,13,-14.0322749239783,-2.52091561838745,17.172611474266,69.9186032667667
2.9,13,-15.8623839591559,-3.05072280112804,17.4401697851394,78.7460021835155
0.4,15,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,15,2.19844942791599,0.386422864468838,6.53252336809187,-24.2829227206577
1.1,15,0.425002993909012,0.223973028922923,12.9809403112682,-3.25936723253218
1.4,15,-2.48951590656112,-0.156765774572825,16.0479576669158,11.6997619182969
1.7,15,-5.80387931417928,-0.688242622607601,17.4200264558771,27.624222675144
2,15,-9.01832740891147,-1.30557629129058,17.3168289669241,43.7713546964293
2.3,15,-11.9158106129095,-1.95490705518012,17.1065396428251,58.8118107355093
2.6,15,-14.4114778746654,-2.59228918043803,17.2737264706233,70.9483503215138
2.9,15,-16.4927991130999,-3.1856435783202,17.5937360923407,80.7019836161165
0.4,17,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,17,2.19844942791599,0.386422864468838,6.53252336809187,-24.2829227206577
1.1,17,0.425002993909012,0.223973028922923,12.9809403112682,-3.25936723253218
1.4,17,-2.48951867791119,-0.156765947986976,16.0479206458802,11.6984560392137
1.7,17,-5.80433633339824,-0.688286991566783,17.4206823403592,27.6296737797188
2,17,-9.02635900232935,-1.30653897647854,17.3202839668113,43.804382648054
2.3,17,-11.9609147990109,-1.96145754263571,17.1198055612624,58.8897067869691
2.6,17,-14.5461039245097,-2.61531804273098,17.313185930847,71.2390727661263
2.9,17,-16.7695940118063,-3.23991795863639,17.6814183708979,81.4751091325011
0.4,19,0.474077321896368,0.075336989152585,-0.605060405646606,-22.7218218707409
0.7,19,2.19844942791599,0.386422864468838,6.53252336809187,-24.2829227206577
1.1,19,0.425002993909012,0.223973028922923,12.9809403112682,-3.25936723253218
1.4,19,-2.4895186642778,-0.156765941622167,16.0479206021691,11.6984755920414
1.7,19,-5.80436044220854,-0.688288936415163,17.4208786755157,27.6318200152803
2,19,-9.02735903125725,-1.30664942866662,17.321261499462,43.8115347563298
2.3,19,-11.970442661864,-1.96273201972942,17.1197430407284,58.9161216678557
2.6,19,-14.5866269173678,-2.62168430932937,17.3268183896217,71.2616983040691
2.9,19,-16.8763526647804,-3.25916904136299,17.7113989618498,81.559366026734
