name,type,map,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC
Case_12-07,gauss,1,1.4,8,34.27531,33.9385,-0.98266,0.9758,0.9756,-0.0205,0.99522,0.99296,-0.22709
Case_12-07,gauss,1,1.7,10,34.27531,33.26886,-2.93637,0.9758,0.97197,-0.3925,0.99522,0.99095,-0.42905
Case_12-07,gauss,1,2,12,34.27531,32.4002,-5.47073,0.9758,0.9671,-0.89158,0.99522,0.98806,-0.71944
Case_12-08,gauss,1,0.4,2,34.35927,24.58702,-28.44138,0.97891,0.92459,-5.54903,0.99574,0.94055,-5.54261
Case_12-08,gauss,1,0.7,4,34.35927,33.74666,-1.78295,0.97891,0.97871,-0.02043,0.99574,0.99401,-0.17374
Case_12-08,gauss,1,1.1,6,34.35927,34.40595,0.13586,0.97891,0.98056,0.16855,0.99574,0.9948,-0.0944
Case_12-08,gauss,1,1.4,8,34.35927,34.20884,-0.43781,0.97891,0.9794,0.05006,0.99574,0.99404,-0.17073
Case_12-08,gauss,1,1.7,10,34.35927,33.59014,-2.23849,0.97891,0.97664,-0.23189,0.99574,0.99237,-0.33844
Case_12-08,gauss,1,2,12,34.35927,32.75642,-4.66497,0.97891,0.97281,-0.62314,0.99574,0.98994,-0.58248
Case_12-09,gauss,1,0.4,2,34.45769,24.67491,-28.3907,0.98045,0.92863,-5.28533,0.99547,0.93728,-5.84548
Case_12-09,gauss,1,0.7,4,34.45769,33.78127,-1.96305,0.98045,0.98003,-0.04284,0.99547,0.99353,-0.19488
Case_12-09,gauss,1,1.1,6,34.45769,34.45027,-0.02153,0.98045,0.9819,0.14789,0.99547,0.99445,-0.10246
Case_12-09,gauss,1,1.4,8,34.45769,34.23085,-0.65831,0.98045,0.98095,0.051,0.99547,0.99365,-0.18283
Case_12-09,gauss,1,1.7,10,34.45769,33.5945,-2.50507,0.98045,0.97854,-0.19481,0.99547,0.99187,-0.36164
Case_12-09,gauss,1,2,12,34.45769,32.7484,-4.96055,0.98045,0.97512,-0.54363,0.99547,0.98929,-0.62081
Case_12-10,gauss,1,0.4,2,34.4184,24.33229,-29.30441,0.97981,0.9249,-5.60415,0.99712,0.95132,-4.59323
Case_12-10,gauss,1,0.7,4,34.4184,33.38321,-3.00766,0.97981,0.9788,-0.10308,0.99712,0.99499,-0.21362
Case_12-10,gauss,1,1.1,6,34.4184,34.49886,0.23377,0.97981,0.98229,0.25311,0.99712,0.99623,-0.08926
Case_12-10,gauss,1,1.4,8,34.4184,34.66641,0.72057,0.97981,0.98294,0.31945,0.99712,0.99609,-0.1033
Case_12-10,gauss,1,1.7,10,34.4184,34.43715,0.05448,0.97981,0.98244,0.26842,0.99712,0.99538,-0.1745
Case_12-10,gauss,1,2,12,34.4184,33.88511,-1.54943,0.97981,0.98101,0.12247,0.99712,0.99416,-0.29685
Case_12-11,gauss,1,0.4,2,34.36496,23.64419,-31.19681,0.97964,0.91739,-6.35438,0.99691,0.94478,-5.22916
Case_12-11,gauss,1,0.7,4,34.36496,33.12418,-3.6106,0.97964,0.978,-0.16741,0.99691,0.99452,-0.23974
Case_12-11,gauss,1,1.1,6,34.36496,34.09183,-0.79479,0.97964,0.98068,0.10616,0.99691,0.99567,-0.12438
Case_12-11,gauss,1,1.4,8,34.36496,33.93649,-1.24682,0.97964,0.97997,0.03369,0.99691,0.99514,-0.17755
Case_12-11,gauss,1,1.7,10,34.36496,33.33205,-3.00571,0.97964,0.97768,-0.20007,0.99691,0.99385,-0.30695
Case_12-11,gauss,1,2,12,34.36496,32.48253,-5.47776,0.97964,0.97428,-0.54714,0.99691,0.99189,-0.50356
Case_12-12,gauss,1,0.4,2,34.4456,24.55732,-28.70695,0.97563,0.92365,-5.32784,0.99667,0.9514,-4.54213
Case_12-12,gauss,1,0.7,4,34.4456,33.64139,-2.33472,0.97563,0.97569,0.00615,0.99667,0.99495,-0.17257
Case_12-12,gauss,1,1.1,6,34.4456,34.46204,0.04773,0.97563,0.97816,0.25932,0.99667,0.99584,-0.08328
Case_12-12,gauss,1,1.4,8,34.4456,34.34148,-0.30227,0.97563,0.97743,0.1845,0.99667,0.99534,-0.13344
Case_12-12,gauss,1,1.7,10,34.4456,33.79413,-1.8913,0.97563,0.97513,-0.05125,0.99667,0.99412,-0.25585
Case_12-12,gauss,1,2,12,34.4456,33.0095,-4.16918,0.97563,0.97177,-0.39564,0.99667,0.9923,-0.43846
Case_13-01,gauss,1,0.4,2,33.57345,24.6986,-26.43413,0.96389,0.90978,-5.61371,0.99282,0.91887,-7.44848
Case_13-01,gauss,1,0.7,4,33.57345,33.07335,-1.48957,0.96389,0.96522,0.13798,0.99282,0.99,-0.28404
Case_13-01,gauss,1,1.1,6,33.57345,33.42859,-0.43147,0.96389,0.9666,0.28115,0.99282,0.9903,-0.25382
Case_13-01,gauss,1,1.4,8,33.57345,32.82025,-2.24344,0.96389,0.96224,-0.17118,0.99282,0.98751,-0.53484
Case_13-01,gauss,1,1.7,10,33.57345,31.78169,-5.33684,0.96389,0.95435,-0.98974,0.99282,0.98239,-1.05054
Case_13-01,gauss,1,2,12,33.57345,30.65849,-8.68234,0.96389,0.94433,-2.02928,0.99282,0.97544,-1.75057
Case_13-02,gauss,1,0.4,2,33.5893,24.15024,-28.10139,0.9619,0.89907,-6.53186,0.99238,0.90521,-8.78393
Case_13-02,gauss,1,0.7,4,33.5893,32.90701,-2.03127,0.9619,0.96234,0.04574,0.99238,0.98882,-0.35873
Case_13-02,gauss,1,1.1,6,33.5893,33.25788,-0.98668,0.9619,0.96343,0.15906,0.99238,0.98928,-0.31238
Case_13-02,gauss,1,1.4,8,33.5893,32.55681,-3.07387,0.9619,0.95776,-0.4304,0.99238,0.98603,-0.63988
Case_13-02,gauss,1,1.7,10,33.5893,31.42017,-6.4578,0.9619,0.94775,-1.47105,0.99238,0.97999,-1.24851
Case_13-02,gauss,1,2,12,33.5893,30.22618,-10.01247,0.9619,0.93509,-2.78719,0.99238,0.97174,-2.07985
Case_13-03,gauss,1,0.4,2,33.76697,24.13039,-28.53848,0.96532,0.90419,-6.33262,0.99229,0.89984,-9.31683
Case_13-03,gauss,1,0.7,4,33.76697,32.9881,-2.3066,0.96532,0.96538,0.00622,0.99229,0.98818,-0.41419
Case_13-03,gauss,1,1.1,6,33.76697,33.40544,-1.07066,0.96532,0.96687,0.16057,0.99229,0.98891,-0.34063
Case_13-03,gauss,1,1.4,8,33.76697,32.78117,-2.91942,0.96532,0.96227,-0.31596,0.99229,0.98596,-0.63792
Case_13-03,gauss,1,1.7,10,33.76697,31.68062,-6.17867,0.96532,0.95375,-1.19857,0.99229,0.9802,-1.21839
Case_13-03,gauss,1,2,12,33.76697,30.48141,-9.7301,0.96532,0.94269,-2.3443,0.99229,0.9721,-2.03469
Case_13-04,gauss,1,0.4,2,34.31747,24.1789,-29.54347,0.96192,0.89739,-6.70846,0.9925,0.89426,-9.89824
Case_13-04,gauss,1,0.7,4,34.31747,33.79997,-1.50798,0.96192,0.96382,0.19752,0.9925,0.9898,-0.27204
Case_13-04,gauss,1,1.1,6,34.31747,34.37046,0.15441,0.96192,0.96651,0.47717,0.9925,0.99063,-0.18841
Case_13-04,gauss,1,1.4,8,34.31747,33.96821,-1.01773,0.96192,0.96382,0.19752,0.9925,0.98847,-0.40605
Case_13-04,gauss,1,1.7,10,34.31747,33.13531,-3.44478,0.96192,0.95811,-0.39608,0.9925,0.98441,-0.81511
Case_13-04,gauss,1,2,12,34.31747,32.16454,-6.27357,0.96192,0.95052,-1.18513,0.9925,0.9789,-1.37028
Case_13-05,gauss,1,0.4,2,34.04268,25.36524,-25.48989,0.96448,0.9198,-4.63255,0.99084,0.90326,-8.83896
Case_13-05,gauss,1,0.7,4,34.04268,33.67479,-1.08067,0.96448,0.96684,0.24469,0.99084,0.98787,-0.29975
Case_13-05,gauss,1,1.1,6,34.04268,34.19035,0.43378,0.96448,0.96904,0.47279,0.99084,0.98872,-0.21396
Case_13-05,gauss,1,1.4,8,34.04268,33.84302,-0.5865,0.96448,0.96676,0.2364,0.99084,0.98633,-0.45517
Case_13-05,gauss,1,1.7,10,34.04268,33.08329,-2.8182,0.96448,0.96196,-0.26128,0.99084,0.9818,-0.91236
Case_13-05,gauss,1,2,12,34.04268,32.1672,-5.5092,0.96448,0.9556,-0.9207,0.99084,0.97561,-1.53708
Case_13-06,gauss,1,0.4,2,33.80444,24.51369,-27.48382,0.96775,0.9103,-5.93645,0.99244,0.90949,-8.35819
Case_13-06,gauss,1,0.7,4,33.80444,33.20222,-1.78148,0.96775,0.96818,0.04443,0.99244,0.98927,-0.31941
Case_13-06,gauss,1,1.1,6,33.80444,33.54583,-0.76502,0.96775,0.96926,0.15603,0.99244,0.98979,-0.26702
Case_13-06,gauss,1,1.4,8,33.80444,32.90263,-2.66773,0.96775,0.96486,-0.29863,0.99244,0.987,-0.54814
Case_13-06,gauss,1,1.7,10,33.80444,31.81104,-5.89686,0.96775,0.95694,-1.11702,0.99244,0.98163,-1.08923
Case_13-06,gauss,1,2,12,33.80444,30.63344,-9.38042,0.96775,0.94684,-2.16068,0.99244,0.97418,-1.83991
Case_13-07,gauss,1,0.4,2,33.52001,24.95867,-25.54098,0.96367,0.91298,-5.2601,0.99169,0.91237,-7.99847
Case_13-07,gauss,1,0.7,4,33.52001,33.18632,-0.99549,0.96367,0.96568,0.20858,0.99169,0.98903,-0.26823
Case_13-07,gauss,1,1.1,6,33.52001,33.58326,0.18869,0.96367,0.9675,0.39744,0.99169,0.9893,-0.241
Case_13-07,gauss,1,1.4,8,33.52001,33.05583,-1.38478,0.96367,0.96389,0.02283,0.99169,0.98626,-0.54755
Case_13-07,gauss,1,1.7,10,33.52001,32.12056,-4.17497,0.96367,0.95716,-0.67554,0.99169,0.98088,-1.09006
Case_13-07,gauss,1,2,12,33.52001,31.09039,-7.24827,0.96367,0.94861,-1.56278,0.99169,0.97375,-1.80903
Case_13-10,gauss,1,0.4,2,33.76461,24.12946,-28.53624,0.95925,0.89678,-6.51238,0.99302,0.90773,-8.58895
Case_13-10,gauss,1,0.7,4,33.76461,33.16819,-1.76641,0.95925,0.96117,0.20016,0.99302,0.9899,-0.31419
Case_13-10,gauss,1,1.1,6,33.76461,33.71391,-0.15016,0.95925,0.96372,0.46599,0.99302,0.99063,-0.24068
Case_13-10,gauss,1,1.4,8,33.76461,33.26224,-1.48786,0.95925,0.9602,0.09904,0.99302,0.98835,-0.47028
Case_13-10,gauss,1,1.7,10,33.76461,32.32133,-4.27453,0.95925,0.95299,-0.65259,0.99302,0.98392,-0.9164
Case_13-10,gauss,1,2,12,33.76461,31.23009,-7.50644,0.95925,0.94338,-1.65442,0.99302,0.97773,-1.53975
Case_13-11,gauss,1,0.4,2,33.58206,23.94937,-28.68404,0.95982,0.8974,-6.5033,0.99369,0.91619,-7.79921
Case_13-11,gauss,1,0.7,4,33.58206,32.81692,-2.27842,0.95982,0.9611,0.13336,0.99369,0.99022,-0.3492
Case_13-11,gauss,1,1.1,6,33.58206,33.30675,-0.81981,0.95982,0.96309,0.34069,0.99369,0.99084,-0.28681
Case_13-11,gauss,1,1.4,8,33.58206,32.75468,-2.46376,0.95982,0.95858,-0.12919,0.99369,0.98852,-0.52028
Case_13-11,gauss,1,1.7,10,33.58206,31.67985,-5.66436,0.95982,0.94988,-1.03561,0.99369,0.98386,-0.98924
Case_13-11,gauss,1,2,12,33.58206,30.47292,-9.25834,0.95982,0.93843,-2.22854,0.99369,0.97726,-1.65343
Case_13-12,gauss,1,0.4,2,34.23288,22.22512,-35.07669,0.96451,0.86763,-10.04448,0.99544,0.89835,-9.75348
Case_13-12,gauss,1,0.7,4,34.23288,32.84637,-4.05023,0.96451,0.96227,-0.23224,0.99544,0.99159,-0.38676
Case_13-12,gauss,1,1.1,6,34.23288,33.57578,-1.9195,0.96451,0.96514,0.06532,0.99544,0.99289,-0.25617
Case_13-12,gauss,1,1.4,8,34.23288,33.16348,-3.1239,0.96451,0.96181,-0.27993,0.99544,0.99159,-0.38676
Case_13-12,gauss,1,1.7,10,34.23288,32.19198,-5.96181,0.96451,0.95453,-1.03472,0.99544,0.98855,-0.69216
Case_13-12,gauss,1,2,12,34.23288,31.01715,-9.39369,0.96451,0.9444,-2.085,0.99544,0.98396,-1.15326
Case_14-01,gauss,1,0.4,2,34.442,22.36647,-35.06048,0.94733,0.83888,-11.44796,0.99254,0.84817,-14.54551
Case_14-01,gauss,1,0.7,4,34.442,33.20291,-3.59761,0.94733,0.94663,-0.07389,0.99254,0.98758,-0.49973
Case_14-01,gauss,1,1.1,6,34.442,34.35015,-0.26668,0.94733,0.95156,0.44652,0.99254,0.99071,-0.18438
Case_14-01,gauss,1,1.4,8,34.442,34.25924,-0.53063,0.94733,0.94954,0.23329,0.99254,0.98985,-0.27102
Case_14-01,gauss,1,1.7,10,34.442,33.73685,-2.04735,0.94733,0.94405,-0.34624,0.99254,0.98759,-0.49872
Case_14-01,gauss,1,2,12,34.442,32.94217,-4.35465,0.94733,0.93602,-1.19388,0.99254,0.98405,-0.85538
Case_14-02,gauss,1,0.4,2,34.2478,23.20537,-32.24274,0.94143,0.84981,-9.732,0.99226,0.87938,-11.37605
Case_14-02,gauss,1,0.7,4,34.2478,33.17701,-3.12659,0.94143,0.94235,0.09772,0.99226,0.98803,-0.4263
Case_14-02,gauss,1,1.1,6,34.2478,34.04883,-0.58097,0.94143,0.94506,0.38558,0.99226,0.99011,-0.21668
Case_14-02,gauss,1,1.4,8,34.2478,33.74216,-1.47642,0.94143,0.93962,-0.19226,0.99226,0.9886,-0.36885
Case_14-02,gauss,1,1.7,10,34.2478,33.01587,-3.59711,0.94143,0.92981,-1.23429,0.99226,0.98552,-0.67926
Case_14-02,gauss,1,2,12,34.2478,32.10059,-6.26963,0.94143,0.91721,-2.57268,0.99226,0.98113,-1.12168
Case_14-03,gauss,1,0.4,2,34.34059,22.6846,-33.94231,0.95075,0.85287,-10.29503,0.99383,0.88737,-10.71209
Case_14-03,gauss,1,0.7,4,34.34059,33.11525,-3.5682,0.95075,0.95024,-0.05364,0.99383,0.99003,-0.38236
Case_14-03,gauss,1,1.1,6,34.34059,34.02599,-0.91612,0.95075,0.95355,0.2945,0.99383,0.99185,-0.19923
Case_14-03,gauss,1,1.4,8,34.34059,33.72741,-1.78558,0.95075,0.94947,-0.13463,0.99383,0.99063,-0.32199
Case_14-03,gauss,1,1.7,10,34.34059,33.00067,-3.90185,0.95075,0.94163,-0.95924,0.99383,0.9881,-0.57656
Case_14-03,gauss,1,2,12,34.34059,32.08546,-6.56695,0.95075,0.93146,-2.02892,0.99383,0.98451,-0.93779
Case_14-04,gauss,1,0.4,2,34.80773,22.76481,-34.59841,0.9749,0.88796,-8.91784,0.99318,0.87993,-11.40277
Case_14-04,gauss,1,0.7,4,34.80773,33.16515,-4.71901,0.9749,0.97209,-0.28823,0.99318,0.98817,-0.50444
Case_14-04,gauss,1,1.1,6,34.80773,34.29058,-1.48573,0.9749,0.97491,0.00103,0.99318,0.99106,-0.21346
Case_14-04,gauss,1,1.4,8,34.80773,33.9072,-2.58716,0.9749,0.97255,-0.24105,0.99318,0.98979,-0.34133
Case_14-04,gauss,1,1.7,10,34.80773,33.12115,-4.84542,0.9749,0.96801,-0.70674,0.99318,0.98712,-0.61016
Case_14-04,gauss,1,2,12,34.80773,32.17676,-7.55858,0.9749,0.96213,-1.30988,0.99318,0.98331,-0.99378
Case_14-05,gauss,1,0.4,2,34.2199,22.70788,-33.6413,0.952,0.85996,-9.66807,0.99475,0.90176,-9.34808
Case_14-05,gauss,1,0.7,4,34.2199,32.74824,-4.3006,0.952,0.95105,-0.09979,0.99475,0.99064,-0.41317
Case_14-05,gauss,1,1.1,6,34.2199,33.83741,-1.11774,0.952,0.95506,0.32143,0.99475,0.99272,-0.20407
Case_14-05,gauss,1,1.4,8,34.2199,33.61235,-1.77543,0.952,0.95159,-0.04307,0.99475,0.99176,-0.30058
Case_14-05,gauss,1,1.7,10,34.2199,32.93523,-3.75416,0.952,0.94451,-0.78676,0.99475,0.98964,-0.5137
Case_14-05,gauss,1,2,12,34.2199,32.03162,-6.39476,0.952,0.93503,-1.78256,0.99475,0.98652,-0.82734
Case_14-06,gauss,1,0.4,2,34.3207,23.29076,-32.13786,0.96559,0.8847,-8.37726,0.99349,0.89548,-9.86522
Case_14-06,gauss,1,0.7,4,34.3207,33.16578,-3.36508,0.96559,0.96434,-0.12945,0.99349,0.98964,-0.38752
Case_14-06,gauss,1,1.1,6,34.3207,34.06235,-0.75275,0.96559,0.96723,0.16984,0.99349,0.99154,-0.19628
Case_14-06,gauss,1,1.4,8,34.3207,33.78342,-1.56547,0.96559,0.96464,-0.09839,0.99349,0.99036,-0.31505
Case_14-06,gauss,1,1.7,10,34.3207,33.06734,-3.65191,0.96559,0.95933,-0.64831,0.99349,0.98779,-0.57374
Case_14-06,gauss,1,2,12,34.3207,32.14231,-6.34716,0.96559,0.9522,-1.38672,0.99349,0.98403,-0.9522
Case_14-07,gauss,1,0.4,2,34.16911,23.17629,-32.17181,0.95478,0.86476,-9.42835,0.99208,0.87823,-11.47589
Case_14-07,gauss,1,0.7,4,34.16911,33.1816,-2.89007,0.95478,0.95405,-0.07646,0.99208,0.98825,-0.38606
Case_14-07,gauss,1,1.1,6,34.16911,33.90675,-0.76783,0.95478,0.95604,0.13197,0.99208,0.98987,-0.22276
Case_14-07,gauss,1,1.4,8,34.16911,33.49807,-1.96388,0.95478,0.95101,-0.39486,0.99208,0.98802,-0.40924
Case_14-07,gauss,1,1.7,10,34.16911,32.67702,-4.36678,0.95478,0.94226,-1.3113,0.99208,0.98449,-0.76506
Case_14-07,gauss,1,2,12,34.16911,31.70493,-7.21172,0.95478,0.93126,-2.46339,0.99208,0.97959,-1.25897
Case_14-08,gauss,1,0.4,2,34.39158,23.28046,-32.30768,0.96112,0.87564,-8.89379,0.99324,0.88473,-10.92485
Case_14-08,gauss,1,0.7,4,34.39158,33.28511,-3.21727,0.96112,0.96026,-0.08948,0.99324,0.98929,-0.39769
Case_14-08,gauss,1,1.1,6,34.39158,34.21495,-0.51359,0.96112,0.96358,0.25595,0.99324,0.99135,-0.19029
Case_14-08,gauss,1,1.4,8,34.39158,33.95979,-1.25551,0.96112,0.96079,-0.03433,0.99324,0.99012,-0.31412
Case_14-08,gauss,1,1.7,10,34.39158,33.26843,-3.26577,0.96112,0.95496,-0.64092,0.99324,0.98749,-0.57891
Case_14-08,gauss,1,2,12,34.39158,32.36703,-5.88676,0.96112,0.94714,-1.45455,0.99324,0.98367,-0.96351
Case_14-09,gauss,1,0.4,2,34.31206,23.18735,-32.42216,0.95367,0.86168,-9.64589,0.99354,0.88942,-10.4797
Case_14-09,gauss,1,0.7,4,34.31206,33.28014,-3.00746,0.95367,0.95322,-0.04719,0.99354,0.9901,-0.34624
Case_14-09,gauss,1,1.1,6,34.31206,34.08983,-0.64767,0.95367,0.95597,0.24117,0.99354,0.99161,-0.19425
Case_14-09,gauss,1,1.4,8,34.31206,33.76819,-1.58507,0.95367,0.95155,-0.2223,0.99354,0.99021,-0.33517
Case_14-09,gauss,1,1.7,10,34.31206,33.02391,-3.75422,0.95367,0.94338,-1.07899,0.99354,0.98744,-0.61397
Case_14-09,gauss,1,2,12,34.31206,32.10342,-6.43692,0.95367,0.9329,-2.1779,0.99354,0.98357,-1.00348
Case_14-11,gauss,1,0.4,2,34.34804,22.86766,-33.42368,0.94667,0.84735,-10.49151,0.99126,0.85906,-13.33656
Case_14-11,gauss,1,0.7,4,34.34804,33.3397,-2.93566,0.94667,0.94672,0.00528,0.99126,0.98701,-0.42875
Case_14-11,gauss,1,1.1,6,34.34804,34.09171,-0.74627,0.94667,0.94893,0.23873,0.99126,0.98896,-0.23203
Case_14-11,gauss,1,1.4,8,34.34804,33.73752,-1.77745,0.94667,0.94355,-0.32958,0.99126,0.98726,-0.40353
Case_14-11,gauss,1,1.7,10,34.34804,32.95622,-4.05211,0.94667,0.93398,-1.34049,0.99126,0.98378,-0.7546
Case_14-11,gauss,1,2,12,34.34804,31.99717,-6.84426,0.94667,0.92176,-2.63133,0.99126,0.9788,-1.25699
Case_14-12,gauss,1,0.4,2,34.55142,22.98678,-33.47081,0.945,0.84845,-10.21693,0.99223,0.86861,-12.4588
Case_14-12,gauss,1,0.7,4,34.55142,33.49935,-3.04494,0.945,0.94557,0.06032,0.99223,0.98821,-0.40515
Case_14-12,gauss,1,1.1,6,34.55142,34.28665,-0.76631,0.945,0.94787,0.3037,0.99223,0.99009,-0.21568
Case_14-12,gauss,1,1.4,8,34.55142,33.93603,-1.78108,0.945,0.94231,-0.28466,0.99223,0.98854,-0.37189
Case_14-12,gauss,1,1.7,10,34.55142,33.16675,-4.00756,0.945,0.93252,-1.32063,0.99223,0.98541,-0.68734
Case_14-12,gauss,1,2,12,34.55142,32.22856,-6.72291,0.945,0.92021,-2.62328,0.99223,0.981,-1.13179
Case_15-02,gauss,1,0.4,2,35.3369,22.87027,-35.27935,0.96136,0.87931,-8.53478,0.99585,0.88979,-10.6502
Case_15-02,gauss,1,0.7,4,35.3369,33.40561,-5.46536,0.96136,0.96011,-0.13002,0.99585,0.99106,-0.481
Case_15-02,gauss,1,1.1,6,35.3369,35.31656,-0.05756,0.96136,0.9664,0.52426,0.99585,0.99489,-0.0964
Case_15-02,gauss,1,1.4,8,35.3369,35.34788,0.03107,0.96136,0.9667,0.55546,0.99585,0.99463,-0.12251
Case_15-02,gauss,1,1.7,10,35.3369,34.99134,-0.9779,0.96136,0.96506,0.38487,0.99585,0.99366,-0.21991
Case_15-02,gauss,1,2,12,35.3369,34.35228,-2.78638,0.96136,0.96192,0.05825,0.99585,0.99204,-0.38259
Case_15-03,gauss,1,0.4,2,34.43088,22.93281,-33.39464,0.95609,0.87774,-8.19484,0.99569,0.90487,-9.12131
Case_15-03,gauss,1,0.7,4,34.43088,32.97142,-4.23881,0.95609,0.95588,-0.02196,0.99569,0.99173,-0.39771
Case_15-03,gauss,1,1.1,6,34.43088,34.32572,-0.30542,0.95609,0.96174,0.59095,0.99569,0.99424,-0.14563
Case_15-03,gauss,1,1.4,8,34.43088,34.26199,-0.49052,0.95609,0.96137,0.55225,0.99569,0.99365,-0.20488
Case_15-03,gauss,1,1.7,10,34.43088,33.73517,-2.0206,0.95609,0.95834,0.23533,0.99569,0.99208,-0.36256
Case_15-03,gauss,1,2,12,34.43088,32.91364,-4.40663,0.95609,0.95324,-0.29809,0.99569,0.98961,-0.61063
Case_15-04,gauss,1,0.4,2,35.19731,22.68271,-35.55556,0.96189,0.87439,-9.09667,0.99553,0.88098,-11.50643
Case_15-04,gauss,1,0.7,4,35.19731,33.93021,-3.59999,0.96189,0.9618,-0.00936,0.99553,0.99221,-0.33349
Case_15-04,gauss,1,1.1,6,35.19731,35.48472,0.81657,0.96189,0.96728,0.56036,0.99553,0.99504,-0.04922
Case_15-04,gauss,1,1.4,8,35.19731,35.48841,0.82705,0.96189,0.96738,0.57075,0.99553,0.99464,-0.0894
Case_15-04,gauss,1,1.7,10,35.19731,35.13821,-0.16791,0.96189,0.96565,0.3909,0.99553,0.99356,-0.19788
Case_15-04,gauss,1,2,12,35.19731,34.54866,-1.8429,0.96189,0.96262,0.07589,0.99553,0.9919,-0.36463
Case_15-05,gauss,1,0.4,2,35.45884,23.13224,-34.76312,0.96881,0.8894,-8.19665,0.99494,0.87271,-12.28516
Case_15-05,gauss,1,0.7,4,35.45884,34.20134,-3.54637,0.96881,0.96836,-0.04645,0.99494,0.9913,-0.36585
Case_15-05,gauss,1,1.1,6,35.45884,35.78497,0.91974,0.96881,0.97316,0.449,0.99494,0.99457,-0.03719
Case_15-05,gauss,1,1.4,8,35.45884,35.77994,0.90556,0.96881,0.97327,0.46036,0.99494,0.99416,-0.0784
Case_15-05,gauss,1,1.7,10,35.45884,35.43601,-0.06438,0.96881,0.97186,0.31482,0.99494,0.99303,-0.19197
Case_15-05,gauss,1,2,12,35.45884,34.86165,-1.68418,0.96881,0.96939,0.05987,0.99494,0.9913,-0.36585
Case_15-06,gauss,1,0.4,2,35.42647,23.85264,-32.67001,0.9703,0.90165,-7.07513,0.99314,0.85923,-13.4835
Case_15-06,gauss,1,0.7,4,35.42647,34.69183,-2.0737,0.9703,0.97079,0.0505,0.99314,0.99018,-0.29804
Case_15-06,gauss,1,1.1,6,35.42647,35.81618,1.10005,0.9703,0.97435,0.4174,0.99314,0.99288,-0.02618
Case_15-06,gauss,1,1.4,8,35.42647,35.7726,0.97704,0.9703,0.97407,0.38854,0.99314,0.99228,-0.08659
Case_15-06,gauss,1,1.7,10,35.42647,35.39936,-0.07652,0.9703,0.97236,0.21231,0.99314,0.99076,-0.23964
Case_15-06,gauss,1,2,12,35.42647,34.81222,-1.73387,0.9703,0.96966,-0.06596,0.99314,0.98849,-0.46821
Case_15-07,gauss,1,0.4,2,35.54231,22.94528,-35.44235,0.97549,0.89635,-8.11285,0.99454,0.85055,-14.47805
Case_15-07,gauss,1,0.7,4,35.54231,33.79677,-4.91116,0.97549,0.9731,-0.24501,0.99454,0.98856,-0.60128
