name,type,map,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC
Case_15-07,gauss,1,1.1,6,35.54231,35.9302,1.09135,0.97549,0.97896,0.35572,0.99454,0.9941,-0.04424
Case_15-07,gauss,1,1.4,8,35.54231,36.04962,1.42734,0.97549,0.97974,0.43568,0.99454,0.99385,-0.06938
Case_15-07,gauss,1,1.7,10,35.54231,35.85126,0.86925,0.97549,0.97935,0.3957,0.99454,0.99289,-0.16591
Case_15-07,gauss,1,2,12,35.54231,35.39166,-0.42386,0.97549,0.97803,0.26038,0.99454,0.99127,-0.3288
Case_15-08,gauss,1,0.4,2,35.28625,23.09503,-34.54949,0.97068,0.89276,-8.02736,0.99445,0.8642,-13.09769
Case_15-08,gauss,1,0.7,4,35.28625,34.19457,-3.09378,0.97068,0.97019,-0.05048,0.99445,0.99077,-0.37005
Case_15-08,gauss,1,1.1,6,35.28625,35.67354,1.09757,0.97068,0.97508,0.45329,0.99445,0.99397,-0.04827
Case_15-08,gauss,1,1.4,8,35.28625,35.69565,1.16023,0.97068,0.97559,0.50583,0.99445,0.99344,-0.10156
Case_15-08,gauss,1,1.7,10,35.28625,35.35595,0.19753,0.97068,0.97458,0.40178,0.99445,0.99205,-0.24134
Case_15-08,gauss,1,2,12,35.28625,34.76843,-1.46748,0.97068,0.97246,0.18338,0.99445,0.98992,-0.45553
Case_15-09,gauss,1,0.4,2,34.81071,22.9479,-34.07805,0.96569,0.88175,-8.69223,0.99541,0.89126,-10.46303
Case_15-09,gauss,1,0.7,4,34.81071,33.73907,-3.07848,0.96569,0.96544,-0.02589,0.99541,0.99241,-0.30138
Case_15-09,gauss,1,1.1,6,34.81071,35.0014,0.54779,0.96569,0.9704,0.48773,0.99541,0.99465,-0.07635
Case_15-09,gauss,1,1.4,8,34.81071,34.96791,0.45159,0.96569,0.97042,0.48981,0.99541,0.99411,-0.1306
Case_15-09,gauss,1,1.7,10,34.81071,34.53225,-0.79993,0.96569,0.96846,0.28684,0.99541,0.99273,-0.26924
Case_15-09,gauss,1,2,12,34.81071,33.83463,-2.80396,0.96569,0.96505,-0.06627,0.99541,0.99062,-0.48121
Case_15-10,gauss,1,0.4,2,34.38495,23.38319,-31.99586,0.96975,0.89657,-7.54627,0.99432,0.88219,-11.27705
Case_15-10,gauss,1,0.7,4,34.38495,33.68378,-2.03918,0.96975,0.96956,-0.01959,0.99432,0.99128,-0.30574
Case_15-10,gauss,1,1.1,6,34.38495,34.76645,1.1095,0.96975,0.97397,0.43516,0.99432,0.99344,-0.0885
Case_15-10,gauss,1,1.4,8,34.38495,34.7449,1.04682,0.96975,0.97428,0.46713,0.99432,0.99263,-0.16997
Case_15-10,gauss,1,1.7,10,34.38495,34.30223,-0.24057,0.96975,0.9728,0.31451,0.99432,0.9907,-0.36407
Case_15-10,gauss,1,2,12,34.38495,33.57941,-2.34271,0.96975,0.96994,0.01959,0.99432,0.98775,-0.66075
Case_15-11,gauss,1,0.4,2,34.10104,23.62968,-30.70686,0.96451,0.89528,-7.17774,0.99425,0.89389,-10.09404
Case_15-11,gauss,1,0.7,4,34.10104,33.4048,-2.0417,0.96451,0.96505,0.05599,0.99425,0.99118,-0.30878
Case_15-11,gauss,1,1.1,6,34.10104,34.39861,0.87261,0.96451,0.96956,0.52358,0.99425,0.99309,-0.11667
Case_15-11,gauss,1,1.4,8,34.10104,34.3202,0.64268,0.96451,0.96933,0.49974,0.99425,0.99218,-0.2082
Case_15-11,gauss,1,1.7,10,34.10104,33.78206,-0.9354,0.96451,0.96683,0.24054,0.99425,0.98999,-0.42846
Case_15-11,gauss,1,2,12,34.10104,32.96248,-3.33878,0.96451,0.9626,-0.19803,0.99425,0.98666,-0.76339
Case_15-12,gauss,1,0.4,2,35.40431,23.16228,-34.5778,0.97183,0.89846,-7.54967,0.99591,0.89228,-10.40556
Case_15-12,gauss,1,0.7,4,35.40431,33.77635,-4.5982,0.97183,0.97038,-0.1492,0.99591,0.99194,-0.39863
Case_15-12,gauss,1,1.1,6,35.40431,35.56881,0.46463,0.97183,0.97564,0.39204,0.99591,0.99526,-0.06527
Case_15-12,gauss,1,1.4,8,35.40431,35.61509,0.59535,0.97183,0.97613,0.44246,0.99591,0.99499,-0.09238
Case_15-12,gauss,1,1.7,10,35.40431,35.29841,-0.29912,0.97183,0.97521,0.3478,0.99591,0.99407,-0.18476
Case_15-12,gauss,1,2,12,35.40431,34.7129,-1.9529,0.97183,0.97323,0.14406,0.99591,0.99256,-0.33638
Case_16-01,gauss,1,0.4,2,35.23215,22.55547,-35.98043,0.95219,0.86126,-9.54956,0.99543,0.88218,-11.37699
Case_16-01,gauss,1,0.7,4,35.23215,34.06371,-3.3164,0.95219,0.95293,0.07772,0.99543,0.99227,-0.31745
Case_16-01,gauss,1,1.1,6,35.23215,35.29878,0.18912,0.95219,0.95846,0.65848,0.99543,0.99444,-0.09945
Case_16-01,gauss,1,1.4,8,35.23215,35.21589,-0.04615,0.95219,0.95861,0.67424,0.99543,0.99385,-0.15873
Case_16-01,gauss,1,1.7,10,35.23215,34.73345,-1.41547,0.95219,0.95658,0.46104,0.99543,0.99239,-0.3054
Case_16-01,gauss,1,2,12,35.23215,34.01716,-3.44853,0.95219,0.95293,0.07772,0.99543,0.99022,-0.52339
Case_16-02,gauss,1,0.4,2,35.1502,22.99632,-34.57699,0.96328,0.88346,-8.28627,0.99525,0.88594,-10.98317
Case_16-02,gauss,1,0.7,4,35.1502,34.08305,-3.03597,0.96328,0.96375,0.04879,0.99525,0.99213,-0.31349
Case_16-02,gauss,1,1.1,6,35.1502,35.43202,0.80176,0.96328,0.96884,0.57719,0.99525,0.99461,-0.06431
Case_16-02,gauss,1,1.4,8,35.1502,35.43822,0.8194,0.96328,0.96934,0.6291,0.99525,0.99415,-0.11052
Case_16-02,gauss,1,1.7,10,35.1502,35.05887,-0.25983,0.96328,0.96812,0.50245,0.99525,0.99288,-0.23813
Case_16-02,gauss,1,2,12,35.1502,34.425,-2.06315,0.96328,0.96566,0.24707,0.99525,0.99093,-0.43406
Case_16-03,gauss,1,0.4,2,35.05868,23.25167,-33.67785,0.95695,0.87758,-8.29406,0.99474,0.89314,-10.21372
Case_16-03,gauss,1,0.7,4,35.05868,34.19309,-2.46897,0.95695,0.95827,0.13794,0.99474,0.99219,-0.25635
Case_16-03,gauss,1,1.1,6,35.05868,35.13384,0.21438,0.95695,0.96242,0.57161,0.99474,0.99383,-0.09148
Case_16-03,gauss,1,1.4,8,35.05868,34.92239,-0.38875,0.95695,0.96149,0.47442,0.99474,0.99297,-0.17794
Case_16-03,gauss,1,1.7,10,35.05868,34.3228,-2.099,0.95695,0.95825,0.13585,0.99474,0.99115,-0.3609
Case_16-03,gauss,1,2,12,35.05868,33.53517,-4.3456,0.95695,0.95351,-0.35948,0.99474,0.98856,-0.62127
Case_16-04,gauss,1,0.4,2,35.44654,23.10349,-34.82159,0.95602,0.87679,-8.28748,0.99524,0.88711,-10.86472
Case_16-04,gauss,1,0.7,4,35.44654,34.37255,-3.02989,0.95602,0.95728,0.1318,0.99524,0.99236,-0.28938
Case_16-04,gauss,1,1.1,6,35.44654,35.5823,0.383,0.95602,0.9622,0.64643,0.99524,0.9945,-0.07435
Case_16-04,gauss,1,1.4,8,35.44654,35.49242,0.12943,0.95602,0.96214,0.64015,0.99524,0.99394,-0.13062
Case_16-04,gauss,1,1.7,10,35.44654,35.03734,-1.15441,0.95602,0.96011,0.42782,0.99524,0.99261,-0.26426
Case_16-04,gauss,1,2,12,35.44654,34.36364,-3.05502,0.95602,0.95668,0.06904,0.99524,0.99062,-0.46421
Case_16-05,gauss,1,0.4,2,35.49104,23.64366,-33.38133,0.95546,0.89049,-6.79987,0.99634,0.91581,-8.08258
Case_16-05,gauss,1,0.7,4,35.49104,34.4871,-2.82871,0.95546,0.95709,0.1706,0.99634,0.99405,-0.22984
Case_16-05,gauss,1,1.1,6,35.49104,35.5437,0.14838,0.95546,0.96151,0.6332,0.99634,0.99548,-0.08632
Case_16-05,gauss,1,1.4,8,35.49104,35.48406,-0.01967,0.95546,0.96175,0.65832,0.99634,0.99505,-0.12947
Case_16-05,gauss,1,1.7,10,35.49104,35.02637,-1.30926,0.95546,0.9602,0.4961,0.99634,0.99393,-0.24189
Case_16-05,gauss,1,2,12,35.49104,34.31805,-3.30503,0.95546,0.95724,0.1863,0.99634,0.99218,-0.41753
Case_16-06,gauss,1,0.4,2,34.23666,24.39806,-28.73703,0.96933,0.91292,-5.81948,0.99433,0.91616,-7.86158
Case_16-06,gauss,1,0.7,4,34.23666,33.74044,-1.44938,0.96933,0.97034,0.1042,0.99433,0.99221,-0.21321
Case_16-06,gauss,1,1.1,6,34.23666,34.52725,0.84877,0.96933,0.97368,0.44876,0.99433,0.99346,-0.0875
Case_16-06,gauss,1,1.4,8,34.23666,34.36221,0.36671,0.96933,0.97317,0.39615,0.99433,0.99248,-0.18605
Case_16-06,gauss,1,1.7,10,34.23666,33.77895,-1.3369,0.96933,0.9708,0.15165,0.99433,0.99039,-0.39625
Case_16-06,gauss,1,2,12,34.23666,32.96977,-3.70039,0.96933,0.96714,-0.22593,0.99433,0.98735,-0.70198
Case_16-07,gauss,1,0.4,2,35.16394,23.08616,-34.34706,0.96283,0.88541,-8.04088,0.99587,0.90148,-9.47814
Case_16-07,gauss,1,0.7,4,35.16394,34.06492,-3.12542,0.96283,0.96303,0.02077,0.99587,0.99311,-0.27714
Case_16-07,gauss,1,1.1,6,35.16394,35.27869,0.32633,0.96283,0.96764,0.49957,0.99587,0.99504,-0.08334
Case_16-07,gauss,1,1.4,8,35.16394,35.2344,0.20038,0.96283,0.9678,0.51619,0.99587,0.9946,-0.12753
Case_16-07,gauss,1,1.7,10,35.16394,34.79709,-1.04326,0.96283,0.96621,0.35105,0.99587,0.9934,-0.24802
Case_16-07,gauss,1,2,12,35.16394,34.11213,-2.99116,0.96283,0.96334,0.05297,0.99587,0.99156,-0.43279
Case_16-08,gauss,1,0.4,2,34.39231,24.33934,-29.23028,0.9716,0.91467,-5.85941,0.99307,0.89495,-9.88047
Case_16-08,gauss,1,0.7,4,34.39231,33.9127,-1.39453,0.9716,0.97229,0.07102,0.99307,0.99056,-0.25275
Case_16-08,gauss,1,1.1,6,34.39231,34.71653,0.94271,0.9716,0.97543,0.3942,0.99307,0.9921,-0.09768
Case_16-08,gauss,1,1.4,8,34.39231,34.56987,0.51628,0.9716,0.97484,0.33347,0.99307,0.99095,-0.21348
Case_16-08,gauss,1,1.7,10,34.39231,34.01927,-1.08466,0.9716,0.97247,0.08954,0.99307,0.9885,-0.46019
Case_16-08,gauss,1,2,12,34.39231,33.2451,-3.33566,0.9716,0.96887,-0.28098,0.99307,0.98495,-0.81767
Case_16-09,gauss,1,0.4,2,34.98988,24.54978,-29.83748,0.96798,0.91045,-5.9433,0.99295,0.89194,-10.17272
Case_16-09,gauss,1,0.7,4,34.98988,34.37687,-1.75196,0.96798,0.96916,0.1219,0.99295,0.99024,-0.27292
Case_16-09,gauss,1,1.1,6,34.98988,35.23542,0.70175,0.96798,0.97217,0.43286,0.99295,0.99216,-0.07956
Case_16-09,gauss,1,1.4,8,34.98988,35.07192,0.23447,0.96798,0.97135,0.34815,0.99295,0.9912,-0.17624
Case_16-09,gauss,1,1.7,10,34.98988,34.53483,-1.30052,0.96798,0.9688,0.08471,0.99295,0.98907,-0.39075
Case_16-09,gauss,1,2,12,34.98988,33.7859,-3.44094,0.96798,0.96509,-0.29856,0.99295,0.98595,-0.70497
Case_16-10,gauss,1,0.4,2,35.43826,23.40785,-33.94752,0.96295,0.88055,-8.55704,0.99183,0.83492,-15.82025
Case_16-10,gauss,1,0.7,4,35.43826,35.00609,-1.2195,0.96295,0.96472,0.18381,0.99183,0.98957,-0.22786
Case_16-10,gauss,1,1.1,6,35.43826,35.91549,1.34665,0.96295,0.96836,0.56182,0.99183,0.99186,0.00302
Case_16-10,gauss,1,1.4,8,35.43826,35.82617,1.09461,0.96295,0.96787,0.51093,0.99183,0.99104,-0.07965
Case_16-10,gauss,1,1.7,10,35.43826,35.40863,-0.08361,0.96295,0.96559,0.27416,0.99183,0.98914,-0.27122
Case_16-10,gauss,1,2,12,35.43826,34.79582,-1.81284,0.96295,0.96216,-0.08204,0.99183,0.98637,-0.5505
Case_16-11,gauss,1,0.4,2,34.61062,24.52158,-29.15013,0.97352,0.91751,-5.75335,0.99447,0.91315,-8.17722
Case_16-11,gauss,1,0.7,4,34.61062,34.23195,-1.09409,0.97352,0.97431,0.08115,0.99447,0.99279,-0.16893
Case_16-11,gauss,1,1.1,6,34.61062,35.06884,1.32393,0.97352,0.97745,0.40369,0.99447,0.99406,-0.04123
Case_16-11,gauss,1,1.4,8,34.61062,34.98849,1.09177,0.97352,0.97729,0.38725,0.99447,0.99326,-0.12167
Case_16-11,gauss,1,1.7,10,34.61062,34.53679,-0.21332,0.97352,0.9757,0.22393,0.99447,0.99155,-0.29362
Case_16-11,gauss,1,2,12,34.61062,33.85957,-2.17,0.97352,0.9731,-0.04314,0.99447,0.98907,-0.543
Case_16-12,gauss,1,0.4,2,34.53164,24.01155,-30.46507,0.97247,0.90958,-6.46704,0.99403,0.89788,-9.67275
Case_16-12,gauss,1,0.7,4,34.53164,34.1605,-1.07478,0.97247,0.9734,0.09563,0.99403,0.99217,-0.18712
Case_16-12,gauss,1,1.1,6,34.53164,35.02067,1.41618,0.97247,0.97672,0.43703,0.99403,0.99359,-0.04426
Case_16-12,gauss,1,1.4,8,34.53164,34.9231,1.13363,0.97247,0.97648,0.41235,0.99403,0.99266,-0.13782
Case_16-12,gauss,1,1.7,10,34.53164,34.44701,-0.24508,0.97247,0.97467,0.22623,0.99403,0.9907,-0.335
Case_16-12,gauss,1,2,12,34.53164,33.75268,-2.25579,0.97247,0.97181,-0.06787,0.99403,0.9879,-0.61668
Case_16-13,gauss,1,0.4,2,34.38595,24.14507,-29.78216,0.96923,0.90754,-6.36485,0.99333,0.89699,-9.69869
Case_16-13,gauss,1,0.7,4,34.38595,33.82083,-1.64346,0.96923,0.97033,0.11349,0.99333,0.99067,-0.26779
Case_16-13,gauss,1,1.1,6,34.38595,34.70783,0.93608,0.96923,0.97393,0.48492,0.99333,0.99239,-0.09463
Case_16-13,gauss,1,1.4,8,34.38595,34.53495,0.43332,0.96923,0.97338,0.42817,0.99333,0.99119,-0.21544
Case_16-13,gauss,1,1.7,10,34.38595,33.9649,-1.22448,0.96923,0.97097,0.17952,0.99333,0.98874,-0.46208
Case_16-13,gauss,1,2,12,34.38595,33.18534,-3.49157,0.96923,0.9673,-0.19913,0.99333,0.98526,-0.81242
Case_17-01,gauss,1,0.4,2,33.92999,23.79355,-29.87457,0.97392,0.91658,-5.88755,0.99375,0.90402,-9.02943
Case_17-01,gauss,1,0.7,4,33.92999,32.81573,-3.284,0.97392,0.97291,-0.1037,0.99375,0.98914,-0.4639
Case_17-01,gauss,1,1.1,6,33.92999,33.94026,0.03027,0.97392,0.97688,0.30393,0.99375,0.99168,-0.2083
Case_17-01,gauss,1,1.4,8,33.92999,33.81315,-0.34436,0.97392,0.97647,0.26183,0.99375,0.99059,-0.31799
Case_17-01,gauss,1,1.7,10,33.92999,33.23507,-2.0481,0.97392,0.97416,0.02464,0.99375,0.98811,-0.56755
Case_17-01,gauss,1,2,12,33.92999,32.39339,-4.52874,0.97392,0.97045,-0.35629,0.99375,0.98443,-0.93786
Case_17-02,gauss,1,0.4,2,33.78761,23.86274,-29.37429,0.97427,0.91796,-5.77971,0.99365,0.90161,-9.26282
Case_17-02,gauss,1,0.7,4,33.78761,32.80536,-2.90713,0.97427,0.97325,-0.10469,0.99365,0.98908,-0.45992
Case_17-02,gauss,1,1.1,6,33.78761,33.91259,0.3699,0.97427,0.97748,0.32948,0.99365,0.99164,-0.20228
Case_17-02,gauss,1,1.4,8,33.78761,33.8979,0.32642,0.97427,0.97771,0.35308,0.99365,0.99078,-0.28883
Case_17-02,gauss,1,1.7,10,33.78761,33.4286,-1.06255,0.97427,0.9762,0.1981,0.99365,0.98854,-0.51427
Case_17-02,gauss,1,2,12,33.78761,32.6448,-3.38233,0.97427,0.97325,-0.10469,0.99365,0.985,-0.87053
Case_17-03,gauss,1,0.4,2,33.79508,23.93149,-29.18647,0.96846,0.91277,-5.75037,0.99482,0.92408,-7.11083
Case_17-03,gauss,1,0.7,4,33.79508,32.68481,-3.2853,0.96846,0.96841,-0.00516,0.99482,0.99097,-0.387
Case_17-03,gauss,1,1.1,6,33.79508,33.68678,-0.32046,0.96846,0.9724,0.40683,0.99482,0.99284,-0.19903
Case_17-03,gauss,1,1.4,8,33.79508,33.56112,-0.69229,0.96846,0.97179,0.34384,0.99482,0.99198,-0.28548
Case_17-03,gauss,1,1.7,10,33.79508,32.9769,-2.421,0.96846,0.969,0.05576,0.99482,0.98992,-0.49255
Case_17-03,gauss,1,2,12,33.79508,32.12289,-4.94803,0.96846,0.96461,-0.39754,0.99482,0.98682,-0.80417
Case_17-04,gauss,1,0.4,2,33.56007,23.56554,-29.78102,0.97295,0.91163,-6.30248,0.99477,0.91668,-7.85006
Case_17-04,gauss,1,0.7,4,33.56007,32.56707,-2.95887,0.97295,0.97195,-0.10278,0.99477,0.99098,-0.38099
Case_17-04,gauss,1,1.1,6,33.56007,33.59311,0.09845,0.97295,0.97611,0.32479,0.99477,0.99282,-0.19603
Case_17-04,gauss,1,1.4,8,33.56007,33.44595,-0.34005,0.97295,0.97573,0.28573,0.99477,0.99171,-0.30761
Case_17-04,gauss,1,1.7,10,33.56007,32.83461,-2.16168,0.97295,0.97331,0.037,0.99477,0.98932,-0.54787
Case_17-04,gauss,1,2,12,33.56007,31.96195,-4.76197,0.97295,0.96937,-0.36795,0.99477,0.9858,-0.90172
Case_17-05,gauss,1,0.4,2,33.95896,23.32584,-31.31168,0.96447,0.89794,-6.89809,0.99474,0.91049,-8.46955
Case_17-05,gauss,1,0.7,4,33.95896,32.71592,-3.66042,0.96447,0.96441,-0.00622,0.99474,0.99047,-0.42926
Case_17-05,gauss,1,1.1,6,33.95896,33.82246,-0.40196,0.96447,0.96904,0.47384,0.99474,0.99268,-0.20709
Case_17-05,gauss,1,1.4,8,33.95896,33.63187,-0.96319,0.96447,0.96817,0.38363,0.99474,0.99163,-0.31264
Case_17-05,gauss,1,1.7,10,33.95896,32.97837,-2.88757,0.96447,0.96483,0.03733,0.99474,0.98929,-0.54788
Case_17-05,gauss,1,2,12,33.95896,32.07699,-5.5419,0.96447,0.9597,-0.49457,0.99474,0.98585,-0.8937
Case_17-06,gauss,1,0.4,2,33.19325,24.03816,-27.58118,0.97002,0.91471,-5.70194,0.99459,0.92832,-6.66305
Case_17-06,gauss,1,0.7,4,33.19325,32.38416,-2.43751,0.97002,0.96983,-0.01959,0.99459,0.99119,-0.34185
Case_17-06,gauss,1,1.1,6,33.19325,33.23742,0.13307,0.97002,0.97359,0.36803,0.99459,0.99254,-0.20612
Case_17-06,gauss,1,1.4,8,33.19325,33.00157,-0.57747,0.97002,0.97259,0.26494,0.99459,0.99116,-0.34487
Case_17-06,gauss,1,1.7,10,33.19325,32.29,-2.72119,0.97002,0.9692,-0.08453,0.99459,0.98834,-0.6284
Case_17-06,gauss,1,2,12,33.19325,31.34212,-5.57683,0.97002,0.96407,-0.61339,0.99459,0.98429,-1.0356
Case_17-07,gauss,1,0.4,2,33.88945,22.94473,-32.29536,0.97148,0.89936,-7.42372,0.99465,0.90129,-9.38622
Case_17-07,gauss,1,0.7,4,33.88945,32.45247,-4.2402,0.97148,0.96922,-0.23263,0.99465,0.9897,-0.49766
Case_17-07,gauss,1,1.1,6,33.88945,33.66613,-0.65897,0.97148,0.97381,0.23984,0.99465,0.99243,-0.22319
Case_17-07,gauss,1,1.4,8,33.88945,33.61943,-0.79677,0.97148,0.97355,0.21308,0.99465,0.99182,-0.28452
Case_17-07,gauss,1,1.7,10,33.88945,33.11346,-2.28977,0.97148,0.97126,-0.02265,0.99465,0.99005,-0.46247
Case_17-07,gauss,1,2,12,33.88945,32.30606,-4.67222,0.97148,0.96738,-0.42204,0.99465,0.98721,-0.748
Case_17-08,gauss,1,0.4,2,34.19095,23.25428,-31.98703,0.97706,0.91257,-6.60041,0.99432,0.89593,-9.8952
Case_17-08,gauss,1,0.7,4,34.19095,32.6325,-4.55808,0.97706,0.97441,-0.27122,0.99432,0.98871,-0.5642
Case_17-08,gauss,1,1.1,6,34.19095,33.99939,-0.56027,0.97706,0.97881,0.17911,0.99432,0.99208,-0.22528
Case_17-08,gauss,1,1.4,8,34.19095,34.00033,-0.55752,0.97706,0.97896,0.19446,0.99432,0.99155,-0.27858
Case_17-08,gauss,1,1.7,10,34.19095,33.56591,-1.82809,0.97706,0.97754,0.04913,0.99432,0.98989,-0.44553
Case_17-08,gauss,1,2,12,34.19095,32.82247,-4.00246,0.97706,0.97485,-0.22619,0.99432,0.98717,-0.71908
Case_17-09,gauss,1,0.4,2,33.97715,23.61716,-30.49105,0.97182,0.91193,-6.16266,0.99494,0.91688,-7.8457
Case_17-09,gauss,1,0.7,4,33.97715,32.6274,-3.97252,0.97182,0.97052,-0.13377,0.99494,0.99047,-0.44927
Case_17-09,gauss,1,1.1,6,33.97715,33.90848,-0.20211,0.97182,0.97508,0.33545,0.99494,0.99304,-0.19097
Case_17-09,gauss,1,1.4,8,33.97715,33.78929,-0.5529,0.97182,0.97478,0.30458,0.99494,0.99212,-0.28343
Case_17-09,gauss,1,1.7,10,33.97715,33.22816,-2.20439,0.97182,0.97259,0.07923,0.99494,0.99007,-0.48948
Case_17-09,gauss,1,2,12,33.97715,32.40695,-4.62134,0.97182,0.96901,-0.28915,0.99494,0.987,-0.79804
Case_17-10,gauss,1,0.4,2,34.17323,23.09307,-32.42351,0.96841,0.89558,-7.52057,0.99552,0.91498,-8.09024
Case_17-10,gauss,1,0.7,4,34.17323,32.79029,-4.04685,0.96841,0.96742,-0.10223,0.99552,0.99166,-0.38774
Case_17-10,gauss,1,1.1,6,34.17323,34.11061,-0.18324,0.96841,0.97243,0.41511,0.99552,0.99405,-0.14766
Case_17-10,gauss,1,1.4,8,34.17323,34.0196,-0.44956,0.96841,0.97216,0.38723,0.99552,0.99338,-0.21496
Case_17-10,gauss,1,1.7,10,34.17323,33.48843,-2.00391,0.96841,0.96981,0.14457,0.99552,0.99173,-0.38071
Case_17-10,gauss,1,2,12,34.17323,32.6876,-4.34735,0.96841,0.96595,-0.25402,0.99552,0.98924,-0.63083
Case_17-11,gauss,1,0.4,2,33.11922,24.1843,-26.97805,0.97611,0.92503,-5.23302,0.99365,0.91765,-7.64857
Case_17-11,gauss,1,0.7,4,33.11922,32.40778,-2.14812,0.97611,0.97538,-0.07479,0.99365,0.98984,-0.38343
Case_17-11,gauss,1,1.1,6,33.11922,33.31649,0.59564,0.97611,0.97903,0.29915,0.99365,0.99158,-0.20832
Case_17-11,gauss,1,1.4,8,33.11922,33.16952,0.15188,0.97611,0.97871,0.26636,0.99365,0.9902,-0.3472
Case_17-11,gauss,1,1.7,10,33.11922,32.53892,-1.75215,0.97611,0.97647,0.03688,0.99365,0.98721,-0.64812
Case_17-11,gauss,1,2,12,33.11922,31.63485,-4.4819,0.97611,0.97274,-0.34525,0.99365,0.9828,-1.09193
Case_17-12,gauss,1,0.4,2,33.67426,23.54955,-30.06661,0.97012,0.90734,-6.47136,0.99486,0.91781,-7.74481
Case_17-12,gauss,1,0.7,4,33.67426,32.58423,-3.23698,0.97012,0.96939,-0.07525,0.99486,0.99099,-0.389
Case_17-12,gauss,1,1.1,6,33.67426,33.69236,0.05375,0.97012,0.97385,0.38449,0.99486,0.99311,-0.1759
Case_17-12,gauss,1,1.4,8,33.67426,33.5887,-0.25408,0.97012,0.97359,0.35769,0.99486,0.99225,-0.26235
Case_17-12,gauss,1,1.7,10,33.67426,33.0293,-1.91529,0.97012,0.97124,0.11545,0.99486,0.99021,-0.4674
Case_17-12,gauss,1,2,12,33.67426,32.18857,-4.41195,0.97012,0.96728,-0.29275,0.99486,0.98711,-0.779
Case_2-01,gauss,1,0.4,2,35.89145,22.29069,-37.89415,0.97208,0.8909,-8.35116,0.99837,0.94488,-5.35773
Case_2-01,gauss,1,0.7,4,35.89145,32.90995,-8.30699,0.97208,0.96932,-0.28393,0.99837,0.99543,-0.29448
Case_2-01,gauss,1,1.1,6,35.89145,35.91662,0.07013,0.97208,0.97658,0.46292,0.99837,0.99796,-0.04107
Case_2-01,gauss,1,1.4,8,35.89145,36.08779,0.54704,0.97208,0.97744,0.55139,0.99837,0.99792,-0.04507
Case_2-01,gauss,1,1.7,10,35.89145,35.93667,0.12599,0.97208,0.97713,0.5195,0.99837,0.99764,-0.07312
Case_2-01,gauss,1,2,12,35.89145,35.52292,-1.02679,0.97208,0.97592,0.39503,0.99837,0.99717,-0.1202
Case_2-02,gauss,1,0.4,2,36.3776,23.07542,-36.56695,0.97435,0.91136,-6.46482,0.9988,0.96127,-3.75751
